AMA RC SoaringOldTimer
   0.5371475  0.0251751
   0.5431991  0.0254862
   0.5492951  0.0257909
   0.5554342  0.0260889
   0.5616143  0.0263797
   0.5678340  0.0266629
   0.5740913  0.0269380
   0.5803846  0.0272046
   0.5867121  0.0274623
   0.5930721  0.0277104
   0.5994629  0.0279488
   0.6058826  0.0281767
   0.6123297  0.0283939
   0.6188024  0.0285999
   0.6252987  0.0287942
   0.6318173  0.0289764
   0.6383561  0.0291460
   0.6449136  0.0293026
   0.6514879  0.0294457
   0.6580774  0.0295748
   0.6646803  0.0296896
   0.6712949  0.0297896
   0.6779193  0.0298743
   0.6845521  0.0299432
   0.6911911  0.0299960
   0.6978350  0.0300322
   0.7044818  0.0300512
   0.7111300  0.0300528
   0.7177776  0.0300364
   0.7244231  0.0300015
   0.7310644  0.0299478
   0.7377002  0.0298748
   0.7443286  0.0297820
   0.7509478  0.0296689
   0.7575560  0.0295352
   0.7641517  0.0293803
   0.7707329  0.0292039
   0.7772982  0.0290055
   0.7838455  0.0287845
   0.7903733  0.0285407
   0.7968798  0.0282735
   0.8033633  0.0279824
   0.8098219  0.0276671
   0.8162541  0.0273271
   0.8226579  0.0269619
   0.8290318  0.0265710
   0.8353739  0.0261541
   0.8416827  0.0257107
   0.8479562  0.0252403
   0.8541929  0.0247424
   0.8603908  0.0242167
   0.8665484  0.0236627
   0.8726637  0.0230799
   0.8787352  0.0224678
   0.8847613  0.0218261
   0.8907399  0.0211543
   0.8966693  0.0204519
   0.9025480  0.0197185
   0.9083742  0.0189536
   0.9141461  0.0181568
   0.9198619  0.0173276
   0.9255201  0.0164656
   0.9311187  0.0155703
   0.9366561  0.0146413
   0.9421305  0.0136781
   0.9475403  0.0126803
   0.9528835  0.0116475
   0.9581587  0.0105791
   0.9633641  0.0094747
   0.9684976  0.0083339
   0.9735578  0.0071563
   0.9785429  0.0059413
   0.9834513  0.0046886
   0.9882810  0.0033976
   0.9930303  0.0020679
   0.9976977  0.0006992
   1.0000000  0.0000000
